Title,ingredients
Gluten-Free Lemon Bars,"butter, Gluten-Free Multi-Purpose Sweet Pastry Dough, eggs, granulated sugar, all-purpose gluten-free flour, finely grated lemon zest, lemon juice, kosher salt, Powdered sugar, An x x "" baking pan"
Chicken Meatballs with Ginger and Miso,"chicken, egg, panko, or breadcrumbs, scallions, low-sodium soy sauce, white miso paste, finely grated ginger, kosher salt, Soy dipping sauce, Vegetable oil, chicken broth or water, Kosher salt, vegetable oil"
Maple Syrup Candies,"pure light-grade maple syrup, A few drops vegetable oil or butter"
Salmon with Potato Salad and Horseradish Yogurt,"Yukon Gold potatoes, scrubbed, -inch thick, Kosher salt, skin-on salmon fillet, olive oil, Freshly black pepper, caraway seeds, coarsely, olive oil, white wine vinegar, scallions, torn tarragon, finely grated peeled horseradish, white wine vinegar, Kosher salt, plain Greek yogurt, olive oil, Freshly black pepper, Kosher salt, freshly pepper, vegetable oil, mixed tender herb, cornstarch, Flaky sea salt"
Fudgy Gluten-Free Cream Cheese Brownies,"cream cheese, room temperature, sugar, egg, room temperature, vanilla extract, butter, plus more for pan, cornstarch, unsweetened cocoa powder, instant coffee or espresso powder, kosher salt, semisweet chocolate, coarsely, sugar, vanilla extract, eggs, room temperature, An x x "" baking pan"
Prosecco and Raspberry Jelly,"sheets gelatine, caster or granulated sugar, milliliters prosecco, raspberries"
"Simple Shrimp, Coconut and Eggplant Curry","Coconut oil, onion, garlic, finely grated, Thumb-sized ginger, peeled and grated, red or green chili, deseeded and finely, cumin, coriander, garam masala, turmeric, Sea salt, Freshly black pepper, eggplant, grated or finely, cherry tomatoes, cut in half, vegetable stock, coconut milk, raw tiger shrimp, peeled, handful baby spinach"
Passion Fruit “Crumble”,"raspberries, coconut oil, vanilla pod, cut in half and seeds scraped out, coconut blossom nectar or maple syrup, eating apple, peeled and cored, passion fruits, cashew nuts, finely, coconut sugar, mint, finely"
Citrus-Stuffed Branzini,"branzini, cleaned, salt, extra-virgin olive oil, lemons, oranges, basil"
Tadka Dhal,"toor dhal, rinsed in several changes water, turmeric, black cardamom pods, vegetable oil, cinnamon, green cardamom pods, black mustard seeds, cumin seeds, scallions, finely, – chiles, any color, seeded if you don’t like it fiery, some and the rest left, fat garlic, finely, peeled and finely ginger, cherry tomatoes, cut in half, Good sea salt, or to taste, sugar, or to taste, Juice lemon, or to taste, Lots cilantro, to garnish"
"Quick Sweet Potato, Mushroom, and Black Bean Burrito","quick-cooking white rice, Mexican salsa verde, divided, cilantro, divided, vegetable oil, divided, sweet potato, grated, kosher salt, divided, cumin, divided, cayenne pepper, divided, button mushrooms, red onion, thinly, black beans, rinsed, drained, baby spinach, lime, halved, flour tortillas, sour cream, grated Monterey Jack cheese, avocado"
Stir-Fried Black Rice with Fried Egg and Roasted Broccoli,"vegetable oil, divided, eggs, Kosher salt, cooked black rice, Miso-Turmeric Dressing, plus more for drizzling, Coconut-Oil Roasted Broccoli with Nutritional Yeast, some Toasted Nori Mayonnaise, avocado, and cilantro with tender stems"
Our Favorite Chocolate Chip Cookies,"all-purpose flour, baking powder, kosher salt, baking soda, eggs, vanilla extract, butter, room temperature, granulated sugar, light brown sugar, high-quality semisweet chocolate or chocolate chips"
Rosemary Rack of Lamb with Roasted Potatoes and Carrots for Two,"rack lamb, fat cap scored, garlic, finely, rosemary, freshly black pepper, kosher salt, divided, white miso paste, smoked paprika, butter, softened, divided, yukon gold potatoes, honey, coriander, carrots, peeled, finely parsley"
Chocolate-Raspberry Soufflé,"shelled raw pistachios, butter, sugar, plus more for ramekins, high-quality bittersweet chocolate, high-quality raspberry jam or jelly, egg yolk, kosher salt, plus more, egg whites, room temperature, heavy cream, ramekins"
Red Wine–Braised Chicken with Chorizo and Chickpeas,"golden raisins, cumin, smoked paprika, kosher salt, divided, cayenne pepper, plus more, bone-in, skin-on chicken thighs, trimmed, olive oil, Spanish chorizo, casing removed, halved lengthwise, into -inch-thick half-moons, chickpeas, rinsed, drained, finely grated orange zest, onion, thinly, dry red wine, low-sodium chicken broth, Sherry vinegar, plus coarsely flat- parsley, divided"
Epi's 50-Ingredient Super Bowl Nachos,"bags restaurant-style tortilla chips, store-bought or homemade spinach dip, warmed, yellow onion, thinly, caramelized, marinated artichoke hearts, drained, coarsely, grated Fontina cheese, finely grated Parmesan, cherry tomatoes, quartered, bacon, russet potatoes, Kosher salt, Freshly black pepper, ridged potato chips, grated cheddar, grated Monterey Jack, sour cream, plus more for serving, scallions, thinly, paprika, chives, avocado, shredded pork baby back rib meat, or pulled pork, warmed, barbecue sauce, plus more for serving, shredded smoked mozzarella, coarsely pickled jalapeños, store-bought or homemade vinegary slaw, finely white onion, cilantro with tender stems, marinara sauce, drained in a paper towel-lined colander, pepperoni, Canadian bacon, cubed, Italian sausage, casing removed, crumbled, cooked, green bell pepper, orange bell pepper, red bell pepper, yellow bell pepper, grated mozzarella, finely grated Pecorino Romano, black olives, pitted, coarsely, red pepper flakes, garlic powder, oregano, basil, torn, shredded rotisserie chicken, buffalo wing sauce, plus more for serving, shredded Colby or Colby-Jack cheese, crumbled blue cheese, red onion, thinly, stalk celery with, thinly, pickled pepperoncini peppers, seeded, store-bought or homemade queso dip, crispy tostada bowl or taco salad shell, or baking sheets, lined with foil"
3-Ingredient Homemade Fortune Cookies,"butter, plus more for tin, wonton wrappers, strips paper with handwritten fortunes, sugar, A - muffin tin"
The Winterized Penicillin,"ginger, unpeeled, thinly, honey, blended scotch, grapefruit juice, single malt scotch"
Amaro-Spiked Mocha With Caramelized Brioche,"butter, brioche or Pullman bread, cut crosswise into -inch square strips, raw sugar, kosher salt, milk, heavy cream, bittersweet chocolate, finely, milk chocolate, finely, cornstarch, unsweetened cocoa powder, plus more for serving, single shot espresso, sugar, kosher salt, amaro, Whipped cream"
Cornmeal Hoecakes,"all-purpose flour, coarse-grind cornmeal, sugar, kosher salt, baking powder, egg, egg white, milk, butter, ; plus room temperature, Sour cream and scallions, Flaky sea salt"
Schmaltz-Refried Pinto Beans,"slab bacon, inch thick, onion, garlic, chile de árbol, seeds removed, or red pepper flakes, cumin, pinto beans, soaked overnight, Kosher salt, freshly pepper, schmaltz, apple cider vinegar"
Seared Duck Breasts with Blood Oranges,"duck breasts, Kosher salt, freshly pepper, blood oranges, shallot, Sherry vinegar or red wine vinegar, Frisée"
Fresh Pasta With Clams And Hot Italian Sausage,"plus all-purpose flour, plus more, semolina flour, plus more, olive oil, olive oil, hot Italian sausage, casing removed, garlic, thinly, Manila or littleneck clams, scrubbed, dry white wine, Kosher salt, butter, finely parsley"
"Rigatoni With Brussels Sprouts, Parmesan, Lemon, and Leek","brussels sprouts, leek, white and pale-green parts only, olive oil, divided, plus more for serving, Kosher salt, freshly pepper, lemon, zest removed with a vegetable peeler, cut into very thin strips, garlic, finely, dry white wine, rigatoni, Parmesan, finely grated, plus more for serving, Lemon wedges"
Pasta e Fagioli with Escarole,"cannellini beans, soaked overnight, Parmesan rind, plus shaved Parmesan for serving, carrots, scrubbed, halved crosswise, stalks celery, halved crosswise, head garlic, halved crosswise; plus, parsley, rosemary, bay, chiles de árbol or red pepper flakes, plus more for serving, Kosher salt, freshly pepper, olive oil, plus more, onion, peeled tomatoes, dry white wine, lasagna or other flat pasta, broken into – -inch, head escarole, torn into -inch"
Caesar-Style Puntarelle,"coarsely torn breadcrumbs, olive oil, oregano, Kosher salt, oil-packed anchovy fillets, egg yolk, shallot, finely, garlic, finely, Parmesan, finely grated, plus more for serving, white wine vinegar, lemon juice, Dijon mustard, Worcestershire sauce, dashes hot sauce, plus vegetable oil, olive oil, Freshly black pepper, thinly puntarelle or torn escarole, boquerones"
Sausage Meatball Sandwiches,"hot and/or sweet Italian sausage, casings removed, olive oil, divided, fennel bulb, core removed, thinly, onion, garlic, thinly, divided, Kosher salt, freshly pepper, - peeled tomatoes, basil, soft hoagie rolls, split lengthwise down tops, mozzarella"
Sour Cream and Scallion Drop Biscuits,"all-purpose flour, baking powder, kosher salt, sugar, baking soda, butter, cooled, divided, scallions, thinly, sour cream, Hungarian hot paprika"
Paper Plane Cocktail,"amaro, Aperol, bourbon, lemon juice, strained"
"Minty, Boozy Chicken","butter, extra-virgin olive oil, onion, finely, garlic, roughly, cumin, Kosher salt, Freshly black pepper, mint, cilantro, orange, zested and juiced, limes, zested and juiced, lime, for serving, dark rum, Olive oil spray, onion, into wheels, organic chicken"
"Baked Peas with Tarragon, Yogurt, and Pistachios","frozen baby peas, loosely packed tarragon, scallions, white and green parts, extra-virgin olive oil, Greek yogurt, pistachios"
Strawberries With Balsamic Toffee,"superfine sugar, balsamic vinegar, strawberries, hulled and, vanilla bean paste, confectioner’s sugar, water, basil, plain sheep’s milk yoghurt"
Salted Chocolate Caramel Tart,"butter, softened, confectioner's sugar, Dutch cocoa powder, all-purpose flour, egg yolks, vanilla extract, Sea salt, to serve, half and half, butter, superfine sugar, water, sea salt flakes, half and half, dark chocolate"
"Red Chard, Avocado, and Blood Orange with Mango-Chutney Dressing","bunches red chard, stems and spines discarded, Kosher or other salt, Freshly black pepper, ripe avocado, peeled, pitted, and cut into bite-­sized, blood orange, zested and sectioned, extra-virgin olive oil, brown rice or other vinegar, mango or other store-­bought chutney, handful slivered almonds, toasted"
Coconut and Passionfruit Cream Pie,"plain sweet biscuits, desiccated coconut, toasted, butter, heavy cream, coconut cream, confectioner's sugar, store-bought passionfruit curd, passionfruit pulp, to serve"
Blood Orange Jell-O Shots,"envelopes unflavored powdered gelatin, vodka, lemon juice, simple syrup, Campari, Angostura bitters, blood orange juice, divided"
BA's Best Bread,"active dry yeast, wheat flour, rye flour, all-purpose flour, preferably high protein, wheat flour, all-purpose flour, preferably high protein, plus more for dusting, kosher salt, Rice flour or a mix all-purpose flour and cornstarch"
Coeur à la Crème with Roasted Strawberry Sauce,"cream cheese, room temperature, goat cheese, room temperature, vanilla paste or vanilla extract, finely grated lemon zest, kosher salt, heavy cream, powdered sugar, strawberries, hulled, quartered, brandy, sugar, vanilla paste or vanilla extract, freshly black pepper, kosher salt, lemon juice, Finely grated lemon zest, coeur à la crème molds; cheesecloth"
Watercress Salad With Warm Mustard Dressing,"egg, lemon juice, Dijon mustard, sugar, freshly black pepper, coriander, olive oil, divided, kosher salt, divided, raw pumpkin seeds, smoked paprika, bunch watercress, trimmed, washed"
"Spiced Chicken with Spaghetti Squash, Pomegranate, and Pistachios","spaghetti squash, halved lengthwise, seeded, kosher salt, divided, red onion, peeled, quartered, turmeric, allspice, divided, cayenne pepper, divided, chicken legs, olive oil, divided, lemon juice, pomegranate molasses, roasted pistachios, coarsely, pomegranate seeds, coarsely dill, plus more for serving, coarsely mint, plus more for serving"
"Cheesy Baked Spaghetti Squash Boats with Salami, Sun-Dried Tomatoes, and Spinach","or spaghetti squash, halved lengthwise, seeded, Kosher salt, head garlic, olive oil, cream cheese, milk, Freshly black pepper, salami, preferably Soppressata, into -inch strips, baby spinach, marinated sun- tomatoes, coarsely, finely grated Parmesan, red pepper flakes, shredded mozzarella, divided"
Vietnamese-Style Spaghetti Squash “Noodle” Bowls with Skirt Steak,"spaghetti squash, halved lengthwise, seeded, kosher salt, fish sauce, brown sugar, finely grated ginger, garlic, finely grated, lime juice, divided, skirt steak, cut crosswise into -inch sections, jalapeño, stemmed, seeded, finely, toasted sesame oil, neutral vegetable oil, romaine heart, coarsely, carrot, peeled, into "" matchsticks, mini or Persian cucumber, cut in half lengthwise, thinly, mung bean sprouts, scallions, thinly, cilantro, roasted peanuts, coarsely"
Simple Spinach Dip,"frozen spinach, thawed, drained, butter, shallot, finely, paprika, cream cheese, heavy cream, kosher salt, freshly black pepper"
Shawarma-Spiced Chicken Pita with Tahini-Yogurt Sauce,"cumin, coriander, paprika, cayenne pepper, cinnamon, olive oil, divided, kosher salt, divided, freshly black pepper, divided, boneless, skinless chicken thighs, trimmed, pitas, full-fat or low-fat plain yogurt, plus tahini, grated garlic, finely grated lemon zest, lemon juice, divided, coarsely dill, plus more for serving, coarsely mint, plus more for serving, English hothouse cucumber, halved lengthwise, cut into ""-thick half-moons, shredded romaine lettuce, cherry or grape tomatoes, halved, thinly red onion"
